Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.54031917901198,0.00109713101080256,0.33647383677463,0,0,0,4741.94930567749,2748.1155050838,-2.93102873529126,4.3176272224981,2245.24102293317,-12.8937323800502,4571.24460469902,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/base_link.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/base_link.STL,,Base_R3-1;Engine_Room_R2-1;WINCH-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
FR1,0.128459885744936,0.00404827021732312,0.0225620718217145,0,0,0,184.045000703748,6.76503431022354,-0.0457434022888719,-0.514591277300397,7.97145218183556,-0.0383922185966743,7.5357686897527,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR1.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR1.STL,,Assy Leg_R6_FR-1/Joint_one_BL_R5-1;Assy Leg_R6_FR-1/Shaft_1-1,좌표계1,기준축1,FRJ1,revolute,0.94,-0.9125,0.2,0,0,0,base_link,0,0,1,0,0,0,0,,,,,,,,
FR2,0.588774137911626,0.040851108568861,0.020284900090472,0,0,0,36.5845458368152,1.0087105677874,-0.0947398441532115,0.263965807523486,7.61553593486858,-0.0240436699181846,7.61601085721198,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR2.STL,,Assy Leg_R6_FR-1/어셈블리6^Assy Leg_R6_FR-2,좌표계3,기준축3,FRJ2,revolute,0.3,0.01,-0.11,1.5708,0,0,FR1,0,0,1,0,0,0,0,,,,,,,,
FR3,0.00356383701771801,-0.427150481599804,0.00435955283819156,0,0,0,22.9329517084687,2.1622683407372,-0.0522323144372039,1.8153638825174E-18,0.164045827211877,-7.52108575078556E-17,2.13893902934875,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR3.STL,,Assy Leg_R6_FR-1/어셈블리4^Assy Leg_R6_FR22-1,좌표계5,기준축5,FRJ3,revolute,1.4,0,0.0125,0,0,0,FR2,0,0,1,0,0,0,0,,,,,,,,
FR4_1,2.97539770599542E-14,-1.38333788868295E-13,0.00616336110124471,0,0,0,16.5024333560923,0.244638564571836,-4.7757941027684E-18,9.54943185721751E-18,0.244638564571836,-1.90772089049017E-17,0.0139877069681215,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR4_1.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR4_1.STL,,Assy Leg_R6_FR-1/Shaft_2-7,좌표계7,기준축7,FRJ4_1,revolute,0,-1,0,0,0,0,FR3,0,0,1,0,0,0,0,,,,,,,,
FR4_2,0.0359094474413499,-0.125594428076551,-0.00249995255871127,0,0,0,69.3567504787419,1.77952065402798,-0.0294501237349712,-7.53377464852006E-08,2.57650385607334,1.50333647026858E-07,1.23222409349747,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR4_2.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR4_2.STL,,Assy Leg_R6_FR-1/선회 플레이트-1;Assy Leg_R6_FR-1/WEA12-1,좌표계7,기준축7,FRJ4_2,revolute,0,0,0,0,0,0,FR4_1,0,0,1,0,0,0,0,,,,,,,,
FR4,-2.72262448142158E-08,-0.149455972163337,-0.242790467699869,0,0,0,146.80212814284,7.25648455747012,1.19950491152712E-05,1.42933724785291E-05,6.20788937348665,-0.917764733776497,8.18964062902722,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR4.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR4.STL,,Assy Leg_R6_FR-1/H_Wheel_Assy-1/Wheel Mount_3-1;Assy Leg_R6_FR-1/H_Wheel_Assy-1/wheel cover-1,좌표계9,기준축9,FRJ4,revolute,0,-0.181,-0.0025,-1.5708,0,0,FR4_2,0,0,1,0,0,0,0,,,,,,,,
FR5,-1.14180807919695E-07,3.80386971832181E-06,0.557212941852296,0,0,0,143.339707130021,17.4881909307814,-0.000100415976312996,1.3420319366117E-05,17.4894239618211,-0.000184817041845037,30.9106672715801,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR5.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FR5.STL,,Assy Leg_R6_FR-1/H_Wheel_Assy-1/H_Wheel_R1-1;Assy Leg_R6_FR-1/H_Wheel_Assy-1/HTM10-1,좌표계10,기준축10,FRJ5,continuous,0,0,-0.251,1.5708,0,0,FR4,0,0,1,,,,,,,,,,,,
FRB0,0.0806347311700861,0.0873713905316755,-0.00249999999997974,0,0,0,21.7247820620153,0.192847221143694,-0.000680393657359608,-3.47620138937201E-19,0.10723046509661,1.11944016006594E-19,0.29862936743617,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB0.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB0.STL,,Assy Leg_R6_FR-1/삼각링크-1;Assy Leg_R6_FR-1/삼각링크-2,좌표계5,기준축5,FRBJ0,revolute,1.4,0,0.0125,0,0,0,FR2,0,0,1,0,0,0,0,,,,,,,,
FRB2,4.44089209850063E-16,-3.6422254101609E-13,5.55111512312578E-16,0,0,0,1.79252951740625,0.000729444653066361,-1.33668140794758E-19,8.76295100371585E-21,0.000729444653066361,-2.06022518794996E-20,0.00112765869619503,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB2.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB2.STL,,Assy Leg_R6_FR-1/Shaft_3-7;Assy Leg_R6_FR-1/Shaft_3-3,좌표계6,기준축6,FRBJ2,revolute,0.18,0,-0.0025,0,0,0,FRB0,0,0,-1,0,0,0,0,,,,,,,,
FRB3,1.73194791841524E-14,-0.53259095871835,-3.33066907387547E-16,0,0,0,3.50323706641284,0.330577290856634,-1.82088051843406E-15,-1.52116760345258E-18,0.00622995155935606,-1.2904466190452E-17,0.336710465944546,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB3.STL,,Assy Leg_R6_FR-1/어셈블리5^Assy Leg_R6_FR-2;Assy Leg_R6_FR-1/어셈블리5^Assy Leg_R6_FR-3,좌표계6,기준축6,FRBJ3,revolute,0,0,0,0,0,0,FRB2,0,0,-1,0,0,0,0,,,,,,,,
FRB1,0.700000000000021,5.05151476204446E-15,-1.11022302462516E-16,0,0,0,3.64822195764989,0.0034495743277176,5.6941162703032E-16,1.31452628535707E-16,0.564269911870246,-1.85412861086715E-18,0.567581904124662,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FRB1.STL,,Assy Leg_R6_FR-1/어셈블리3^Assy Leg_R6_FR-2;Assy Leg_R6_FR-1/어셈블리3^Assy Leg_R6_FR-3,좌표계2,기준축2,FRBJ1,revolute,0.38,0,0.14,1.5708,0,0,FR1,0,0,1,0,0,0,0,,,,,,,,
FL1,0.128459885744939,-0.00404827021732412,0.0150620718217146,0,0,0,184.045000703748,6.76503431022354,0.0457434022888719,-0.514591277300399,7.97145218183556,0.0383922185966734,7.5357686897527,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL1.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL1.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사Joint_one_BL_R5-1;대칭 복사Assy Leg_R6_FR-2/대칭 복사Shaft_1-1,좌표계11,기준축11,FLJ1,revolute,0.94,0.9125,0.2075,0,0,0,base_link,0,0,-1,0,0,0,0,,,,,,,,
FL2,0.588774149329061,0.0408511028098,-0.0127848930546968,0,0,0,36.5845433565166,1.00871051362826,-0.0947398884847922,-0.26396576144749,7.61553574144829,0.0240436496542899,7.61601067928965,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL2.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사어셈블리6^Assy Leg_R6_FR-1,좌표계13,기준축13,FLJ2,revolute,0.3,-0.0025,-0.1175,1.5708,0,0,FL1,0,0,1,0,0,0,0,,,,,,,,
FL3,0.00356383701772067,-0.427150481599805,-0.00935955283815515,0,0,0,22.9329517084687,2.1622683407372,-0.0522323144372039,-4.35739593980413E-19,0.164045827211877,7.80775218895981E-17,2.13893902934875,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL3.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사어셈블리4^Assy Leg_R6_FR22-1,좌표계15,기준축15,FLJ3,revolute,1.4,0,0,0,0,0,FL2,0,0,1,0,0,0,0,,,,,,,,
FL4_1,2.93098878501041E-14,-1.41997524849558E-13,-0.0111633611012258,0,0,0,16.5024333560923,0.244638564571836,-7.97905036313519E-20,-3.57261530538246E-18,0.244638564571836,1.25282877441871E-17,0.0139877069681215,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL4_1.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL4_1.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사Shaft_2-1,좌표계17,기준축17,FLJ4_1,revolute,0,-1,0,0,0,0,FL3,0,0,1,0,0,0,0,,,,,,,,
FL4_2,0.0359091607517366,-0.125594578063898,-0.00249986817515291,0,0,0,69.3567064226713,1.77951824920781,-0.0294501684033453,5.97820825268491E-08,2.57650177263851,-2.72198544186524E-07,1.23222433067319,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL4_2.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL4_2.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사선회 플레이트-1;대칭 복사Assy Leg_R6_FR-2/대칭 복사WEA12-1,좌표계17,기준축17,FLJ4_2,revolute,0,0,0,0,0,0,FL4_1,0,0,1,0,0,0,0,,,,,,,,
FL4,3.0246844584525E-08,0.149453496690673,-0.237790418569519,0,0,0,146.801539980925,7.25645441050801,1.5578992692465E-05,-1.39670059391026E-05,6.20786909809727,0.917759855227298,8.18959988104353,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL4.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL4.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사H_Wheel_Assy-1/대칭 복사wheel cover-1;대칭 복사Assy Leg_R6_FR-2/대칭 복사H_Wheel_Assy-1/대칭 복사Wheel Mount_3-1,좌표계19,기준축19,FLJ4,revolute,0,-0.186,-0.0025,-1.5708,0,0,FL4_2,0,0,1,0,0,0,0,,,,,,,,
FL5,3.15821191421151E-07,1.26238595561379E-05,-0.55781735910767,0,0,0,436.42578487557,58.736371608715,-0.000816013262608184,-7.03552793333617E-05,58.7375440299027,-0.0020094130681266,104.577777742225,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL5.STL,0.498039215686275,0.498039215686275,0.498039215686275,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FL5.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사H_Wheel_Assy-1/대칭 복사HTM10-1;대칭 복사Assy Leg_R6_FR-2/대칭 복사H_Wheel_Assy-1/대칭 복사H_Wheel_R1-1,좌표계20,기준축20,FLJ5,continuous,0,0,-0.246,1.5708,0,0,FL4,0,0,-1,,,,,,,,,,,,
FLB0,0.0806347311700861,0.0873713905320268,-0.00249999999998163,0,0,0,21.7247820620153,0.192847221143694,-0.000680393657359613,1.39275582245481E-18,0.10723046509661,-3.48543813802891E-19,0.29862936743617,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FLB0.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FLB0.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사삼각링크-2;대칭 복사Assy Leg_R6_FR-2/대칭 복사삼각링크-1,좌표계15,기준축15,FLBJ0,revolute,1.4,0,0,0,0,0,FL2,0,0,1,0,0,0,0,,,,,,,,
FLB2,2.22044604925031E-15,-1.80411241501588E-16,3.33066907387547E-16,0,0,0,1.79252951740625,0.000729444653066361,-2.24010976137132E-20,-3.07136726208485E-20,0.000729444653066361,1.41666365653347E-20,0.00112765869619503,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FLB2.STL,0.650980392156863,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FLB2.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사Shaft_3-2;대칭 복사Assy Leg_R6_FR-2/대칭 복사Shaft_3-1,좌표계16,기준축16,FLBJ2,revolute,0.18,0,-0.0025,0,0,0,FLB0,0,0,-1,0,0,0,0,,,,,,,,
FLB3,5.77315972805081E-15,-0.532590958718287,3.33066907387547E-16,0,0,0,3.50323706641283,0.330577290856633,-1.79987057360272E-15,8.43009342773682E-19,0.00622995155935608,-7.74513383681749E-18,0.336710465944545,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FLB3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assy_Concept_whole/meshes/FLB3.STL,,대칭 복사Assy Leg_R6_FR-2/대칭 복사어셈블리5^Assy Leg_R6_FR-2;대칭 복사Assy Leg_R6_FR-2/대칭 복사어셈블리5^Assy Leg_R6_FR-1,좌표계16,기준축16,FLBJ3,revolute,0,0,0,0,0,0,FLB2,0,0,-1,0,0,0,0,,,,,,,,
